10 171
2.44, 8.02
0.79, 4.81
6.01, 8.7
4.59, 5.91
2.97, 2.66
7.81, 6.93
6.49, 4.27
5.17, 1.18
9.27, 5.62
8.11, 1.95
4.64, 5.44
3.86, 6.1
4.42, 6.76
3.94, 7.03
4.23, 6.5
4.75, 6.77
4.89, 7.72
5.08, 6.21
5.25, 5.66
5.0, 5.59
3.98, 5.71
4.15, 4.98
4.74, 5.03
6.21, 4.07
6.0, 3.81
6.5, 3.7
6.97, 3.93
6.88, 4.42
7.28, 4.78
6.83, 5.03
6.36, 4.68
6.39, 5.45
5.9, 4.47
6.09, 3.34
6.59, 3.41
7.69, 2.22
7.37, 1.7
8.04, 1.62
7.67, 1.62
8.24, 1.24
8.39, 1.78
8.92, 2.05
8.54, 2.24
8.23, 2.97
8.01, 2.36
9.6, 5.69
9.25, 6.38
8.87, 6.25
8.62, 5.84
8.9, 5.88
8.59, 5.17
8.96, 5.3
8.96, 4.86
9.36, 5.28
9.66, 5.32
9.82, 6.21
9.24, 5.88
9.26, 4.39
7.62, 6.25
8.2, 6.59
8.67, 6.99
8.04, 7.3
8.15, 7.92
7.54, 7.62
7.7, 8.18
7.46, 6.89
7.3, 7.18
6.96, 6.28
6.4, 8.51
5.9, 8.26
5.34, 8.46
5.0, 9.11
5.58, 8.92
5.72, 9.56
6.12, 9.29
6.59, 9.61
6.78, 8.94
6.31, 7.89
2.72, 7.82
2.31, 7.2
2.05, 8.07
2.51, 8.99
2.42, 8.48
2.8, 8.53
1.84, 9.16
1.88, 7.69
3.07, 8.9
1.2, 4.74
0.98, 5.66
0.66, 5.4
0.39, 4.86
0.4, 4.25
0.71, 4.32
1.39, 5.57
0.98, 5.05
1.0, 4.42
2.55, 3.05
2.43, 2.46
3.14, 3.78
2.87, 3.12
3.3, 3.17
3.35, 2.8
3.01, 1.82
2.8, 2.09
3.38, 2.39
5.56, 1.24
5.34, 2.24
4.93, 1.62
5.23, 1.73
4.69, 0.82
4.73, 1.5
5.05, 0.94
5.48, 0.8
5.83, 2.09
4.83, 2.33
2.6, 3.78
2.28, 2.21
1.56, 4.95
1.13, 3.86
0.84, 6.81
0.63, 8.31
1.6, 6.55
2.27, 5.44
2.05, 3.97
1.64, 1.21
0.95, 2.88
0.38, 2.33
2.99, 1.11
4.27, 0.62
4.25, 1.9
3.76, 1.58
1.55, 2.95
1.47, 1.9
4.55, 3.2
3.97, 4.0
4.95, 4.52
5.43, 3.83
5.07, 2.82
6.48, 2.93
7.33, 3.41
7.37, 2.55
6.24, 1.29
6.02, 0.8
3.44, 5.2
2.99, 6.27
3.18, 7.08
1.54, 8.13
3.7, 9.21
4.66, 9.8
4.13, 8.19
3.38, 8.31
5.75, 7.45
6.77, 6.82
5.95, 6.18
7.91, 4.95
7.48, 5.37
8.86, 3.68
7.88, 3.71
8.32, 4.2
9.6, 3.02
9.14, 1.02
7.45, 0.69
9.1, 7.09
8.74, 8.28
7.74, 9.02
8.68, 9.43
9.56, 8.19
5.88, 5.35
5.41, 5.06
2.95, 5.22
2.76, 4.52
